"","WT_V_1","WT_V_2","WT_V_3","WT_10_1","WT_10_2","WT_10_3","WT_100_1","WT_100_2","WT_100_3","C08_V_1","C08_V_2","C08_V_3","C08_10_1","C08_10_2","C08_10_3","C08_100_1","C08_100_2","C08_100_3"
"GOBP_INTERNEURON_MIGRATION_FROM_THE_SUBPALLIUM_TO_THE_CORTEX",-0.187701643877519,0.244541499957325,0.154271765955805,-0.0631131945020417,-0.287332923643979,-0.221040868681913,0.0984790290367652,0.0114840989401427,0.565768041389615,0.536756798279354,0.323232954387487,0.470937426012639,-0.511714549086015,0.395409913528406,0.633152677583852,0.0690582270703097,0.282096386716199,-0.431164445949917
"GOBP_CELL_PROLIFERATION_IN_FOREBRAIN",0.320832535748759,0.256264980891971,0.381072461242157,0.438745130263126,0.215849463966347,0.321082076210713,-0.161128834503905,-0.434162473505975,-0.302672365299883,-0.32432198807142,-0.250599826699493,-0.300176918292412,0.0750995564170524,0.135947969188894,0.259734903190245,0.328882807053062,0.237924093860128,0.226645308639806
"GOBP_HYPOTHALAMUS_DEVELOPMENT",0.0573044830197154,0.236636841472736,0.313858174158167,-0.00620647580325326,-0.0664694355861524,0.00300140234583096,-0.488864407213947,-0.290251974558164,-0.414584112361432,-0.384186272012267,-0.261645658095342,0.0185175268173544,0.432732659196217,0.490270858509458,0.118152120345807,0.122178736133603,0.0526395413338381,-0.132230554281607
"GOBP_HYPOTHALAMUS_CELL_MIGRATION",0.194962896496415,0.595038122904421,0.451036546682403,0.0852074461406928,-0.0767283114882304,-0.130297090111334,-0.745237446882495,-0.414669838985695,-0.763444249374546,-0.391513507739786,-0.505574923651678,-0.234394789647903,0.673622751282876,0.62008337461184,0.433212996389704,-0.31486422447644,0.423840902464693,-0.217580560564501
"GOBP_PYRAMIDAL_NEURON_DIFFERENTIATION",-0.0967088551382309,0.19830100492668,0.0803694983295151,0.136042025662021,0.231432503842956,0.140254646591185,-0.241926098864066,-0.396771132043926,-0.287233283917689,-0.326093745997951,-0.208316955827858,-0.401661856715799,0.478662112977,0.441729887692605,0.341862975190563,0.141888426234522,-0.106476912708372,-0.143043936541602
"GOBP_PYRAMIDAL_NEURON_DEVELOPMENT",0.0116051236314497,0.269587071652315,0.256773417491422,0.213710441849556,0.24247203566758,0.124057860585785,-0.243935708489927,-0.428107400927173,-0.359343596790462,-0.396492146522177,-0.229862035289968,-0.421769943897647,0.442094079137375,0.441864711909261,0.403797208431099,0.102577759341415,-0.0785985939840733,-0.263491806902397
"GOBP_FOREBRAIN_RADIAL_GLIAL_CELL_DIFFERENTIATION",0.0316052554217423,-0.0827786848021504,-0.572860654478414,0.141656331089289,0.190004583185625,0.255966221854454,0.302129369471783,0.224178356782064,0.380558111307099,0.11596868131078,0.214955335280264,0.217308576454184,-0.374424379217823,0.0742593702892109,-0.273400725251563,0.119000496320119,-0.306637598278466,-0.540331583361176
"GOBP_FOREBRAIN_VENTRICULAR_ZONE_PROGENITOR_CELL_DIVISION",-0.323351008335747,-0.013595514248495,0.654581765112416,0.258863195976107,0.12035582536608,0.0567779008944339,0.510405631982576,-0.590274899928081,-0.479859527383135,-0.154256728863124,0.460558548953767,0.713032436211573,-0.49371492827577,-0.502307226358203,-0.461802824176742,0.00380213534050677,0.671737548058764,0.0624407130142037
"GOBP_FOREBRAIN_REGIONALIZATION",0.182045768134298,-0.0640500314540203,0.0146579817162845,0.433182560903548,0.124678411117783,0.205142167849319,-0.00774775710578327,-0.187590275422193,-0.0304042207969969,0.0587557340135561,-0.0507704889604707,0.102169285880705,-0.0787330769343492,-0.0894727907414752,-0.111139574911146,0.0313486295423769,0.156420990484337,0.115254076933307
"GOBP_FOREBRAIN_GENERATION_OF_NEURONS",0.0979361812833058,0.237599901349677,0.299828810170171,0.219545114511169,0.304264911072123,0.20882024034061,-0.108814095571715,-0.186637910693702,-0.20716579354563,-0.224951277369047,-0.0913925863082212,-0.0776857170518343,0.0860683960814768,0.0400503592589762,0.051467908571379,0.0823487646048541,0.179473381415754,-0.13471133060894
"GOBP_FOREBRAIN_NEUROBLAST_DIVISION",0.207198446326009,0.579457971828753,0.463257124686306,0.412810443478425,0.0864154856549514,-0.19118311824144,0.507259975831761,-0.33627605997947,-0.542519117336162,0.1401987170084,0.403654752277671,0.271076537549078,-0.45343883434651,-0.632917087622156,-0.511802386538479,0.50477351089607,0.240884850486643,-0.132300186361638
"GOBP_FOREBRAIN_NEURON_FATE_COMMITMENT",-0.247718067564773,0.0161692975381111,0.66511229875644,-0.0658791687535104,0.543889664905606,-0.25864622077541,0.393990973323742,-0.204740087070444,-0.0184349585182748,0.662580719592908,0.47206998855742,0.728122710870931,-0.163262747890299,-0.544340745861315,-0.399677044706028,-0.523485808656577,0.713425779133427,-0.347711968828655
"GOBP_FOREBRAIN_NEURON_DIFFERENTIATION",0.022653720278636,0.261623722166004,0.394515892258185,0.087954758227755,0.320780814259395,0.174583769236309,-0.165701375516482,-0.243530087449809,-0.238323401819048,-0.265748231574502,-0.213542509250292,-0.165773227986773,0.194978430116062,0.181795542766838,0.199723355953521,-0.0113806034383311,0.263112636498112,-0.0466404322867309
"GOBP_FOREBRAIN_NEURON_DEVELOPMENT",0.15411936580928,0.310478152648326,0.377535200630247,0.122662897159678,0.274662562164086,0.0817000999154597,-0.331857206852294,-0.43106319741879,-0.270247049869117,-0.38585904779521,-0.392443121630686,-0.359313793108263,0.3797212855382,0.531187027361957,0.478992802808673,0.101954415369932,0.0894948675826772,-0.100656447875972
"GOBP_FOREBRAIN_CELL_MIGRATION",-0.0787437999467652,0.0463409393969338,0.0665992754967858,0.397103429994229,0.358478224542307,0.176712418226446,-0.136580515328658,-0.323962299932626,-0.180975175324038,-0.360897709487852,-0.382486583814131,-0.17470055276472,0.145221560530742,0.310402788675219,0.275663192485823,0.324478518409903,0.120001994371209,0.052231074918851
"GOBP_HYPOTHALAMUS_GONADOTROPHIN_RELEASING_HORMONE_NEURON_DIFFERENTIATION",0.165537639449835,0.49371052672245,0.439304827367405,0.0603011215240875,0.0516786099722411,0.00887233061921328,-0.674761460112694,-0.452784196934656,-0.697717789584295,-0.417692436232118,-0.575614169551341,-0.242042055634078,0.609268024667948,0.734951239917053,0.304361779044983,-0.279455827622696,0.354030300256526,-0.1972265471359
"GOBP_OLFACTORY_BULB_INTERNEURON_DIFFERENTIATION",-0.291492078286255,0.0524732001387566,0.0835870202769614,0.41389465901024,0.254305671902491,-0.158750582380045,0.0389710906532411,0.0258675121819622,-0.148175817119537,-0.28980582410076,-0.521172767020485,-0.0612683901202833,-0.0572683179283806,0.000147503605512411,0.472614601632764,0.153762807514097,0.381047301482678,-0.156909172073294
"GOBP_OLFACTORY_BULB_INTERNEURON_DEVELOPMENT",-0.327101865707638,0.061785146593401,0.0226220940882891,0.473867835417464,0.256204497558335,-0.182009161263629,0.039257504365339,-0.265656665398009,-0.177030826592753,-0.365516044633663,-0.595050457699638,-0.0612636835029515,-0.282240137918031,0.000162794332009719,0.538338954563884,0.183620406841218,0.31015455554429,-0.158830591133335
"GOBP_CEREBRAL_CORTEX_GABAERGIC_INTERNEURON_DIFFERENTIATION",-0.217446416225129,0.519536211959495,0.349245541117477,0.305135762374113,0.265498962894626,-0.212894738986428,-0.612640174588447,0.272950756702708,0.463076216268014,0.445873783856582,0.536128796524902,0.387853886247865,-0.372096852293913,-0.209674105966304,0.0111392998084215,-0.0110912193483134,0.530571616807531,-0.0920629302451125
"GOBP_CEREBRAL_CORTEX_GABAERGIC_INTERNEURON_DEVELOPMENT",-0.255060106771127,0.280300465632906,0.490414775266577,0.19043817415079,0.139560116247968,-0.555133079847559,-0.26485386181181,0.403650081372567,0.515231525282813,0.587049199216634,0.534924562518562,0.0607218496622693,-0.49134887562976,0.349503096050664,0.26384444126999,0.0672120443983286,0.569374923161462,-0.45823421689738
"GOBP_CEREBRAL_CORTEX_NEURON_DIFFERENTIATION",-0.0381757100413987,0.193904798116222,-0.0536708940227472,0.326936965084994,0.288618907519641,0.0555083903628011,-0.301311344320665,-0.303172689574119,-0.0481820665010692,0.100702139789329,-0.130693305589668,-0.0339318107558487,-0.041443532306146,-0.0420014937076267,0.135751252353875,0.0386162251670188,0.231311038631813,-0.047425333737561
"GOBP_ROSTROCAUDAL_NEURAL_TUBE_PATTERNING",-0.357313465720357,-0.0229967359486176,-0.315170438004254,0.0492418322051277,-0.159816232235955,0.297798997125869,0.059573832486479,0.0878918254455461,0.444503946035754,-0.244967732022279,0.179311262455373,0.0109036803289581,0.223260079972259,0.232354986726211,0.0774819206404299,0.0540458920564202,0.0947180146313489,-0.168517360743343
"GOBP_DORSAL_VENTRAL_NEURAL_TUBE_PATTERNING",0.15961682568347,0.156380196629783,-0.136547240045335,0.170660657549135,-0.0658730269478517,0.165234106991351,-0.38882590315152,0.107289752942878,0.0809614441866193,-0.20316967307823,-0.170800400147887,-0.208483731600767,0.39729945829276,0.218415175000567,-0.0562981976211283,0.210366451997177,-0.127911683742563,-0.315383327650762
"GOBP_SMOOTHENED_SIGNALING_PATHWAY_INVOLVED_IN_VENTRAL_SPINAL_CORD_PATTERNING",0.435149641315403,0.131219275809074,-0.479885177139041,0.23991731369989,0.625190020768121,0.0236246348610293,0.00675027415168428,-0.368091323304345,-0.112095031878849,0.0432670756736099,0.0382139718882389,-0.489680509520406,0.41669360369822,-0.12168152332132,0.288133177003245,-0.134927423077295,0.217082813871388,-0.215198806529396
"GOBP_NEURAL_TUBE_DEVELOPMENT",0.0991810816832295,0.125311890404082,-0.119290503047542,0.0585514606931004,0.0343519730779218,0.218423776283766,-0.211368690264039,-0.211803790934688,0.0241966440269173,-0.326053214529987,-0.287196793939098,-0.295474044095093,0.29908276291106,0.263526627259065,0.0709619568116902,0.289179514730946,-0.0570041258868983,0.0171968153801872
"GOBP_HINDBRAIN_RADIAL_GLIA_GUIDED_CELL_MIGRATION",0.183954233791249,0.515635045511994,-0.0701077045515224,-0.226464419612642,-0.0415059425030695,-0.432996538984577,-0.200404429288183,-0.603500786261406,-0.321512676234635,-0.010669267836227,0.16243124157163,0.432789101338681,-0.20326609071048,-0.0378067189035551,0.0430618231851243,0.188957112211265,-0.455875396293255,0.25376245801228
"GOBP_HINDBRAIN_TANGENTIAL_CELL_MIGRATION",0.668291604113075,0.576171697465698,0.605653275981296,0.0832160354525457,0.0161302711419646,0.191335740072132,-0.417857926593487,-0.688516035166437,-0.672852108578499,-0.476507820148574,-0.192696858936458,-0.482288754427031,0.393262560567321,0.508768248862903,0.619213165193993,-0.0855672478686612,0.25648603852339,0.186158347959731
"GOBP_REGULATION_OF_CEREBELLAR_GRANULE_CELL_PRECURSOR_PROLIFERATION",-0.624649599047036,-0.0182913449619906,-0.0217608701114394,-0.30310072026598,-0.0516310512863391,-0.486102306199339,0.112817252318289,0.101963712194573,0.408341937662345,0.342758144100802,0.523403208129225,0.441501459363419,-0.0327650297046003,-0.215354246252884,0.138071837822635,-0.0275394089021857,-0.0794752945695045,-0.0579399006891141
"GOBP_CEREBELLAR_PURKINJE_CELL_GRANULE_CELL_PRECURSOR_CELL_SIGNALING_INVOLVED_IN_REGULATION_OF_GRANULE_CELL_PRECURSOR_CELL_PROLIFERATION",-0.570332889925275,0.232144243527072,0.0796748579059522,-0.25889652016141,-0.0514652225678397,-0.53803156698494,0.244054768501565,-0.253142269832647,0.40895276403203,0.363521142988809,0.541076160848201,0.314875495034836,0.32640514926927,-0.100923950042178,0.280467222427882,-0.443171577496739,0.227218842758077,0.0435003923697949
"GOBP_POSITIVE_REGULATION_OF_CEREBELLAR_GRANULE_CELL_PRECURSOR_PROLIFERATION",-0.605834608202983,-0.0247217273169414,-0.0340031484502017,-0.0283301111708409,0.165088869062827,-0.202622245611658,0.229507567027617,0.209907478551645,0.397027680845786,0.340226404468551,0.481912855839045,0.302425215565572,-0.0532916181330581,-0.197666151325206,0.336694328204147,-0.154967464360642,0.00154219209242001,-0.211739443931092
"GOBP_CENTRAL_NERVOUS_SYSTEM_PROJECTION_NEURON_AXONOGENESIS",0.263304473883379,0.139458268316107,0.314367116762377,-0.0825194962976416,-0.0418856441253571,0.184137394561797,-0.26282474812638,-0.37246670934913,-0.309142354108785,-0.291843755015326,-0.213211181615433,0.00580338307139591,0.0757712590322238,-0.0249843880314124,0.366440947688672,0.0771285783759987,0.136340155185157,-0.0888978652889908
"GOBP_CENTRAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION",0.165274305248611,0.181544333716633,0.154923118799155,0.101719884245583,0.1948594223211,0.198482186260667,-0.203840977888291,-0.32238567350217,-0.0222854882347719,-0.302812842785898,-0.237879167821757,-0.19321898659805,0.213360319674081,0.126217848382851,0.264710765133932,0.0985372434556981,0.160839404512005,-0.0554941560655595
"GOBP_CENTRAL_NERVOUS_SYSTEM_NEURON_DEVELOPMENT",0.220293770110905,0.175486142726135,0.274933855695397,0.0218835384781639,0.13202372624191,0.16136132008414,-0.174748695695806,-0.360453302672101,-0.0999176845397991,-0.370935268745993,-0.237315563196873,-0.23894718049883,0.229202829974405,0.235163132936337,0.328265680873284,0.162613669319294,0.183153631855399,-0.0810410106158765
"GOBP_CENTRAL_NERVOUS_SYSTEM_NEURON_AXONOGENESIS",0.242800665806343,0.082142701105459,0.196489872973478,-0.0473689934372591,0.0133633843233545,0.294929796147392,-0.251749252066876,-0.335022081911802,-0.259262070890219,-0.367981718760977,-0.345053717713686,-0.204880431834372,0.159418323549214,0.111284592389413,0.381850124471287,0.235470066826441,-0.0490661528687654,-0.047839060635732
"GOBP_CORTICOSPINAL_TRACT_MORPHOGENESIS",0.558387040929577,0.414337477722756,0.572029294472868,0.465012298796209,-0.567756420498474,0.147394973664844,-0.133488980245786,-0.567116309137123,-0.151689298231756,-0.504063759900711,-0.577645477242826,0.22395134358778,0.123060180573148,-0.314671865099808,0.489107921196691,-0.0240582582899604,0.198193335683359,-0.411556006704308
"GOBP_ANTERIOR_COMMISSURE_MORPHOGENESIS",-0.193255185384221,0.133935087382412,0.448008943999337,0.107031214600502,0.411157334696499,0.0027411843208156,0.511960826888295,-0.424489639725814,-0.266609631246378,-0.448393704670462,-0.343982003630422,0.252017215732251,-0.097755028708801,-0.186654021686113,0.255224258939434,0.253339419164702,0.066218551949337,0.280020184830577
"GOBP_TELENCEPHALON_REGIONALIZATION",-0.0287190751575993,0.138740253439174,0.277478498569875,0.488158072990434,0.268941939253443,-0.0364958591915322,-0.0744349919025924,-0.335416688924322,-0.0794968019136064,0.355973405024983,0.00552552700450901,0.23746360029004,-0.194336242480864,-0.31095176179651,-0.406116116898956,0.0497537199539971,0.24667605119872,0.258363603888704
"GOBP_HYPOTHALAMUS_CELL_DIFFERENTIATION",0.139134360072478,0.511072214410458,0.47814093145332,0.0632544812145819,0.108631671969155,-0.0257311135057755,-0.542718680697987,-0.358322550275814,-0.587544093380239,-0.30029938381578,-0.475602061483927,0.219912418374595,0.417192885545838,0.568824076080231,0.22325509929701,0.021952735879578,0.418773850012252,-0.187864277421906
"GOBP_PITUITARY_GLAND_DEVELOPMENT",0.200460702726186,0.0825418607440846,0.091281843217943,0.0839614146849692,-0.0468061129495179,-0.185730829828742,0.0923934293250553,0.216132499171556,0.122153821710244,0.140738113654918,-0.0049533046499578,0.327885175526488,-0.117330498384075,-0.110673839448463,-0.143489461713122,-0.0125987530638426,0.159650301803546,-0.0853566366989135
"GOBP_ADENOHYPOPHYSIS_DEVELOPMENT",-0.243336398120327,0.263123972947028,0.158728966129626,-0.0552034113172845,0.188322605057029,-0.0641106951360268,-0.178174255850946,0.455213242143936,-0.0886189628025587,0.323729399561905,0.0199631580515171,0.518577123202854,-0.201082475431361,-0.103298205049637,-0.262731280465287,0.302850152804639,0.378891460927013,-0.170302641171283
"GOBP_CEREBRAL_CORTEX_DEVELOPMENT",0.0660488662262454,0.04763011559278,-0.0221323275756488,0.263629242966998,0.215448187067498,0.226883450235516,-0.0681142718674936,-0.328904251496678,-0.054484755195207,-0.323299201372248,-0.320171729766068,-0.304452748705483,0.128120770187335,0.268016938139114,0.197483012767583,0.318684968352953,-0.0847917005518559,0.191180070956494
"GOBP_OLFACTORY_LOBE_DEVELOPMENT",0.00594139702419189,0.083604206460054,0.216551757182451,0.275480435869109,0.313453325000223,-0.0310333124702474,-0.21649146389448,-0.329427207850847,0.0784317793467708,-0.405500163802318,-0.287591842814475,-0.292106100566504,0.0783750715712278,0.0687908516117528,0.338909495857823,0.331651381406232,0.0769725525235664,0.158915164215347
"GOBP_NEURAL_PLATE_ANTERIOR_POSTERIOR_REGIONALIZATION",0.162022629238236,0.215078542074695,-0.121744824376287,-0.362282171420468,-0.00866833461302335,0.015631601182881,-0.514509434376187,-0.437855760387978,0.216687131151292,-0.191707613916532,-0.000720218814977858,-0.475911270244839,0.410101028083924,0.550201969956668,0.387401499235121,-0.127169063150976,-0.347448252210221,-0.125013761397641
"GOBP_NEUROGENESIS",0.066240739230178,0.0812504700419279,-0.012980813916913,0.0952567305804115,0.107094086094085,0.160592483756089,-0.15163747525788,-0.206456990663694,-0.0626364297728286,-0.274106860231652,-0.246619376215046,-0.255019280155897,0.176902745944385,0.173375955998396,0.163159748134845,0.202844949561349,0.00247277007087107,0.102697281198906
"GOBP_TANGENTIAL_MIGRATION_FROM_THE_SUBVENTRICULAR_ZONE_TO_THE_OLFACTORY_BULB",0.173104327925598,0.60195362922584,0.62730793851813,0.395252362295326,0.0619522378864328,-0.301265763646648,-0.457740228426064,-0.600507280544224,-0.537821621702009,-0.637569014579184,-0.665131384899561,-0.400278875537139,0.243391248757139,0.439260386868343,0.671596029713172,0.264121510340196,0.281250327118252,-0.155070927536175
"GOBP_TELENCEPHALON_GLIAL_CELL_MIGRATION",-0.142514109085628,-0.124528996275274,-0.194175659569197,0.335197786279087,0.474677315214379,0.418546775107151,-0.289704778066373,-0.333064526722582,-0.314550281097588,-0.224602425594523,-0.318099852717866,-0.207647633784206,0.254637965737048,0.262922607623441,0.273035672240617,0.356583504842516,-0.101786741411623,0.0934010245606661
"GOBP_METENCEPHALON_DEVELOPMENT",0.118125477664404,0.113428652564762,0.221143707247451,-0.0375175364194254,0.0266892992229924,0.177438615581646,-0.162084368731178,-0.24436671928615,0.0307005209728357,-0.323946520454259,-0.18789400313122,-0.260054028776059,0.203166302548139,0.159674256330792,0.101502440819473,0.167497644099247,-0.0905676356324582,0.103449711003637
"GOBP_CORPUS_CALLOSUM_DEVELOPMENT",0.233474355019307,0.153784714206946,0.442669609856227,0.119580311822714,0.170449110217184,-0.060180049686636,-0.392909531406184,-0.505715113057947,-0.278968614415106,-0.437397564561693,-0.305152778439761,-0.396392189030263,0.511732894045893,0.289090419360558,0.51408828997755,0.219955969570424,-0.311597283012898,-0.0641827094213235
"GOBP_REGULATION_OF_RHODOPSIN_MEDIATED_SIGNALING_PATHWAY",0.00944913181116452,0.376084045646146,0.426760732613731,-0.510091273627177,0.339593349218506,0.0205554009824363,-0.0244619137194889,0.293363005962754,-0.481427030893029,-0.0976205757295658,-0.00620062876866354,0.163390403039899,0.055662822520911,-0.0556200652860155,-0.447289066398115,-0.234435351052214,0.236937880353376,0.00068346827891172
"GOBP_CELL_CYCLE_PROCESS",0.0554808235374161,-0.11769356001768,-0.209552029847072,-0.0172629546761449,0.0133465707271291,0.329692376748183,-0.0283017856694225,-0.21068462355484,0.0222242680468432,-0.29871598818335,-0.316646338445866,-0.379061429565414,0.219033571541475,0.176483255193486,0.169983341903475,0.427428822056382,-0.28529435982248,0.254823472143294
"GOBP_MOLTING_CYCLE_PROCESS",0.0989326811627068,0.129968016258937,0.0753331382269971,0.143343663410685,0.0603380890012818,0.291240692225655,-0.0660088867823935,-0.370293541557496,-0.258780537865025,-0.314274744757054,-0.155190507550212,-0.233559908388342,0.233715153948856,0.2220049415107,0.277080390536615,0.0863655261398829,0.0132428307102031,0.0269079831719719
"GOBP_MEMBRANE_DOCKING",0.235147618152908,0.102309815841928,-0.0858979131673113,-0.103745030819593,-0.0911407525905595,0.239837339093452,-0.15740910348066,-0.319020971789564,-0.196868827673225,-0.331610752068494,-0.426932980083665,-0.446195430119287,0.389261410126458,0.358383116746121,0.349881585202966,0.334592138302104,-0.191009451550148,0.211981572186586
"GOBP_REGULATION_OF_CELL_CELL_ADHESION",-0.0890671689367329,0.00325494822430902,0.00667516293256362,0.186006952646312,0.200034036392283,0.228082690016746,-0.159702564464317,-0.178559389739619,0.0308993885377488,-0.333119048317785,-0.297553976897539,-0.308183514786036,0.247702374602419,0.261629793499685,0.118754712181155,0.128178134438277,-0.0350400709000272,0.101484776809259
"GOBP_NEGATIVE_REGULATION_OF_CELL_CELL_ADHESION",-0.0157912744332278,-0.000514967554771151,0.0658714952248489,0.135510680053691,0.0593516540423478,0.117749269206964,-0.125215743453949,-0.15741045732295,0.0740127235135907,-0.318713427308489,-0.291174768883724,-0.249259559816084,0.213573667420164,0.245477936425578,0.101466054777693,0.106706136918824,-0.111825319973247,1.92508216043108e-05
"GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION",-0.173620636967757,-0.0786005345912377,-0.0589438910563315,0.201095158080129,0.264616307310141,0.31522450080434,-0.13259170162995,-0.144923283614129,0.0538128851672559,-0.310023984371156,-0.285688870181469,-0.314150094296036,0.234013917984227,0.236118839305159,0.055523074130631,0.138863825926384,0.0197944826263309,0.105842479477118
"GOBP_CELLULAR_COMPONENT_DISASSEMBLY",0.116648285162676,0.132434888052413,0.0763072722022128,0.0597144489784433,0.164122399875021,0.258981751542829,-0.220231171452239,-0.330088244949519,-0.0823105320914023,-0.382951744290965,-0.405949499207063,-0.452430295893758,0.383431718537983,0.320205856172433,0.214235517004886,0.350239059110454,-0.1930523624147,0.222024939772394
"GOBP_CELLULAR_PROCESS_INVOLVED_IN_REPRODUCTION_IN_MULTICELLULAR_ORGANISM",0.108833400484066,0.0482380768137063,0.0233645265272186,0.0546894389522264,-0.0147314096224726,0.0974671645674124,-0.0518216362038313,-0.028978780491222,-0.106819514414678,-0.130614449857534,-0.0742841704683619,-0.164367425070995,-0.0829881724589332,0.0543196803554312,0.0587345097009074,0.167183443241575,-0.0105091951846227,0.0762051225103237
"GOBP_PROTEIN_MATURATION_BY_PROTEIN_FOLDING",0.131958353202926,0.071286169675766,0.286789051836889,-0.494855777391752,-0.326594694591452,0.524606461302863,0.110529603152412,-0.153008365200216,0.2331222569841,-0.446362482339877,-0.433852817769752,-0.70668049807721,0.572393706344903,0.309459465497592,0.608193263189884,0.302580445678489,-0.270708386142356,-0.0864801211275262
"GOBP_DIGESTIVE_SYSTEM_PROCESS",0.0352302179677333,0.227798667064907,0.246918196222403,0.0412803854368672,0.0623144210195828,-0.142203123953742,-0.0752812544681005,-0.112716080693782,-0.122453025620828,-0.185092045336048,-0.147013742526261,-0.0455313481799536,0.0812372683554214,-0.0338150682455274,-0.0192073998706948,0.0104282830856592,0.109593938978603,-0.0482394994719785
"GOBP_OVULATION_CYCLE_PROCESS",0.267001922385356,0.0988398363169278,0.135407509188782,0.0614192407793255,-0.20856382707352,0.0952087727582898,0.0346777496023588,-0.165632476833373,-0.168989693359933,-0.0316325108660936,-0.16622689750654,0.045296321834994,0.0499118106522576,-0.0350582602023898,-0.0538374939086132,-0.218540600827687,0.110665538341499,-0.112607808203388
"GOBP_REGULATION_OF_ANATOMICAL_STRUCTURE_MORPHOGENESIS",0.0698074089623684,0.11819588431207,0.0675101181258025,0.166004505406971,0.0793077180839616,0.117895720108877,-0.178224657089754,-0.273350975755362,-0.053245454863817,-0.270945580608379,-0.233731572365367,-0.235490648033107,0.206735280046317,0.192057446076359,0.142893970140279,0.11996386336443,0.0405423786626268,0.055102952327824
"GOBP_REGULATION_OF_CELL_MORPHOGENESIS",0.0655257663708467,0.0358379387935665,-0.0518159514111391,0.136750517993067,0.195219953006938,0.205815614139895,-0.216639895197837,-0.341878367926066,0.000877685474114098,-0.296871548539592,-0.272259568395452,-0.325194440831247,0.322152625234193,0.247323193936882,0.166950702469863,0.202759377752017,-0.0878722778686788,0.060972020016367
"GOBP_MAMMALIAN_OOGENESIS_STAGE",-0.0747434017915578,-0.324420672121434,-0.453628112410632,0.150353411186103,0.138239287207301,-0.0468133412148135,0.38602323536206,0.236273010592012,0.264174159165154,0.257485796930299,-0.0271653519783978,0.0741525451782534,0.0162108174554018,0.00944990780571392,-0.219943952893501,-0.0331578887459134,-0.170744648272652,-0.00194359458032448
"GOBP_GLAND_MORPHOGENESIS",0.0949039549403979,0.132060041368847,0.0564508479600563,0.208330281430341,0.126508754272209,0.153666521706296,-0.034743992224473,-0.320598988342588,-0.0964414349598402,-0.293196089838887,-0.265998993209547,-0.178415639810072,0.226524617839973,0.231676483697685,-0.0193916712813088,0.083649633229705,0.114896596613471,-0.0610717803951929
"GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS",-0.284291897102168,-0.36359504781,-0.398119589523992,-0.11422427611611,0.0811267687725995,0.432208005153611,0.203319720167342,-0.00238059249138738,0.297062463724921,-0.280188435023711,-0.334477575518897,-0.440208622208999,0.367601552026653,0.122350919569997,0.136215993591582,0.460438540231373,-0.361579948464316,0.311206101102665
"GOBP_MEMBRANE_TO_MEMBRANE_DOCKING",-0.155469571124823,-0.485018995178188,-0.497947379966831,0.120290356031694,0.575949610170199,0.547912585935508,0.0107395978902709,-0.425333111670349,0.0213045806466607,-0.513022935243577,-0.635825940008122,-0.609234214723164,0.446906983653489,0.217157043267006,0.398471406075918,0.599600921701317,0.0359364103309667,0.50352536136399
"GOBP_PROTEIN_TO_MEMBRANE_DOCKING",-0.0783328421372659,-0.500659925655449,-0.529016399738541,0.371250078482328,-0.223738865353595,0.326770675883998,0.490187041517879,-0.13220638324404,0.226331758651149,-0.243833351856135,-0.384112556173351,-0.627844855472242,0.729547193074859,0.0323058551138458,0.0924508068003465,0.456649916226823,-0.684751908517709,0.367423873127303
"GOBP_DNA_STRAND_ELONGATION",0.0586714003175827,-0.310217260949327,-0.365494876081546,-0.0196429316190776,0.190171803032987,0.523620295088785,0.186002633671568,-0.347554541035779,0.067651274337931,-0.456733049466642,-0.448977087006527,-0.51479931427142,0.350467528980306,0.252594732300013,0.0949207411159207,0.626894195895141,-0.298232240756071,0.456193949419829
"GOBP_EXTRACELLULAR_MATRIX_DISASSEMBLY",0.0968126917168746,0.299160082892563,0.343706641609543,0.0597665429949534,0.194869758021365,-0.000623951364603303,-0.00963471863031878,-0.36834147174254,-0.132287099015999,-0.174515420029804,-0.24629078482512,-0.0546038498900059,0.0669344879895693,0.105923150079737,0.0225117077668153,-0.257772992325591,0.24296133606466,0.0652726635568776
"GOBP_ELECTRON_TRANSPORT_CHAIN",-0.347768211386505,-0.21095391398774,-0.187967045886154,-0.400335507830092,-0.168313324503749,0.230608701897109,0.186853051674676,0.012712574199456,0.260621840259991,0.129754502159552,0.0745724549124359,-0.125445225756395,0.366603857686902,0.0507424115806043,-0.00693202679523142,0.135753304016767,-0.446875434588329,-0.177534590276734
"GOBP_RESPIRATORY_ELECTRON_TRANSPORT_CHAIN",-0.397668096155069,-0.280510212474923,-0.257679071903601,-0.479931559240055,-0.277031357655919,0.248945348214613,0.306556751824607,0.0109311939173548,0.288009787779499,0.18814483104378,0.200018824358834,-0.0477607749190894,0.38800610430819,0.0398134412622484,0.0561977056723362,0.00666359880868075,-0.541276839054808,-0.18005884307292
"GOBP_SIGNAL_TRANSDUCTION_INVOLVED_IN_REGULATION_OF_GENE_EXPRESSION",-0.0821556484683823,0.227081857677024,0.356194830647745,0.274555714486993,-0.23153418010943,0.191591210733195,0.145109987981263,-0.304849932990922,0.250530012006829,-0.0787861646646955,-0.106900928575533,0.0129260740106961,-0.0527416993486547,-0.265471895782694,0.0496987150068436,-0.18546251874211,0.228519053711491,-0.105127032362742
