"","WT_100_1","WT_100_2","WT_100_3","C08_100_1","C08_100_2","C08_100_3"
"SP140L",1686.26149412145,1911.18191761302,1772.50151135674,1577.46680735605,1566.85587351287,1539.70438285797
"CFDP1",705.215599565126,549.995685179746,490.066625491642,503.972126257303,414.114921747606,449.700893252522
"FOXK2",1264.45915298371,1532.13083728644,1590.36947046521,1635.35549753426,1749.69608750085,1756.11673325322
"RPGR",530.807440532891,605.207607244123,441.247727933088,458.001695821671,393.530261894655,389.145143829997
"ASH2L",1818.96335425467,1956.83793008933,2054.14899727148,2182.74414142521,2224.35412646302,2224.67925337506
"ATXN1-AS1",46.445651046628,28.6677287641953,15.021199248786,13.6208682772244,7.26517406574747,11.9126064437754
"DNAAF5",532.703181391937,723.063825496925,690.036340491106,816.400792366138,909.357620562726,699.865628571805
"FRMPD2B",58.7679666304272,41.4089415482821,71.3506964317334,17.877389613857,46.0127690830673,19.854344072959
"CARS2",1343.13239863412,1577.78684976275,1564.08237177984,1272.69987965316,1373.11789842627,1181.33347234106
"MDH2",3293.84974259249,4006.04965286329,3846.36583264226,3943.24136625647,4465.66032574611,4364.97754444004
"RPL32",10535.5798241484,10556.0947916159,10983.3131257217,7803.05491431493,10737.9272691748,9231.27727672229
"GLMN",810.429217242182,741.113876941048,591.459720420948,628.262549286976,483.134075372207,591.659453374179
"LOXL3",1105.21692082384,1076.63248025533,1249.57601250838,987.51295009877,1048.60679015622,840.831471489814
"MIR25",43.6020397580589,44.5942447443038,69.4730465256351,27.2417365544488,30.2715586072811,22.8324956839029
"NOSTRIN",61.6115779189963,74.3237412405063,49.7577225116035,20.4313024158366,38.7475950173199,38.7159709422701
"ABI2",1433.18008943881,1606.45457852694,1452.36220236699,1407.20595389075,1183.01251037255,1247.84552498547
"SLC35D1",527.015958814799,442.757144247016,453.452452322726,749.999059514669,540.044605553896,524.154683526118
"WARS2-AS1",325.119557326396,270.750771661844,292.913385351326,202.610415623713,267.600578088365,195.565289118646
"PCF11",3529.86947954372,3272.36815004629,3291.52028539023,3887.90658888024,3658.01514210385,3755.4491814002
"ALDH5A1",18.9574085904604,19.1118191761302,26.2870986853754,57.0373859108772,43.5910443944848,33.7523849240303
"ALG10",131.7539897037,87.0649540245931,122.986068849435,200.056502821734,133.194857872037,174.718227842039
"COX7C",5908.07638721698,5198.41481590741,4906.29920463472,4043.695269801,4957.27043752836,4872.25603550414
"D2HGDH",800.002642517429,898.255501278119,931.31435342473,635.072983425588,857.290539758202,650.229768389408
"GSTK1",3856.88477772917,4354.30946896166,4218.14051404971,3396.70402663284,3955.8872787995,3594.62899440923
"NPDC1",135.545471421792,108.300308664738,130.496668473828,55.3347773762242,102.923299264756,80.410093495484
"SECTM1",51.185003194243,35.0383351562387,30.0423984975719,55.3347773762242,100.501574576173,60.555749422525
"GSTM4",1330.81008305032,1268.81243974864,1160.38764196872,1103.29033045518,1057.08282656626,1067.17099392155
"RPL37",12517.576892281,11780.3129866202,11006.7837495479,8584.55223172069,11390.5820727477,10637.9575542914
"COX18",953.557652100158,1095.74429943146,994.215625279021,875.992091078995,787.06052378931,902.379938115987
"MEGF10",0,19.1118191761302,2.81647485914737,25.5391280197958,20.5846598529512,37.7232537386221
"CHIC1",653.08272594136,566.983968891862,537.946698097148,801.928619821587,655.076528261564,694.902042553566
"TPGS2",2238.86995453337,2194.67390205895,2153.66444229469,2528.37367395978,2427.77900030395,2454.98964462138
"FAM13A",452.13419488248,492.660227651356,428.1041785904,384.78952883159,334.198007024384,376.239820182573
"E2F5",245.498441246462,198.550565885352,200.908539952512,169.409549197979,162.255554135027,134.016822492473
"GPRASP2",52.1328736237661,49.9030834043399,66.6565716664877,114.926076089081,87.1820887889697,76.4392246808922
"GYG2",9.4787042952302,4.24707092802893,1.87764990609825,10.2156512079183,21.7955221972424,25.8106472948467
"SOWAHC",198.104919770311,258.009558877758,186.826165656775,274.119974079141,265.178853399783,325.611242796528
"SVIL",24.6446311675985,9.55590958806509,9.38824953049123,25.5391280197958,58.1213925259798,27.7960817021426
"BTF3L4P2",133.649730562746,80.6943476325497,115.475469225042,154.086072386101,179.207626955104,155.856600972728
"CTNNAL1",422.750211567267,350.383351562387,424.348878778204,484.392128108793,486.766662405081,521.176531915174
"ECI2",427.489563714882,445.942447443038,500.393699975183,379.68170322763,392.319399550364,316.676787963696
"ZNF235",387.679005674915,264.380165269801,297.607510116572,235.811282049448,280.920063875569,164.79105580556
"SVIL2P",83.4125977980257,58.3972252603978,39.4306480280632,25.5391280197958,31.4824209515724,36.7305365349742
"N4BP1",1861.61752358321,1722.18726131573,1659.84251699085,2267.02326389054,1968.86217181757,1853.40301921072
"EPOR",55.9243553418582,57.3354575283906,38.491823075014,27.2417365544488,14.5303481314949,31.7669505167344
"SOS2",2151.66587501725,1934.54080771718,2093.57964529954,2606.69366655382,2135.96117532976,2385.49944036603
"UQCRHL",126.066767126562,130.59743103689,132.374318379926,62.1452115148364,107.766748641921,84.3809623100758
"MAN2B1",11493.8768283961,14244.675892609,14057.9648469576,13991.1856335114,16386.6001052934,15127.0247491875
"EFEMP1",18.9574085904604,0,153.028467347007,1.70260853465305,0,0
"DIO1",63.5073187780423,18.050051444123,74.1671712908807,26.3904322871223,15.7412104757862,25.8106472948467
"EIF3B",5962.10500169979,6706.12499535768,6411.23560437246,6887.90282693892,7240.95681886165,7110.83332973027
"TERF2IP",2622.7574784902,2466.4864414528,2301.0599599234,2172.52849021729,2045.14649950791,2261.40978991003
"LMO7-AS1",63.5073187780423,54.1501543323689,31.9200484036702,34.052170693061,8.47603641003872,22.8324956839029
"CHMP2A",2297.6379211638,2142.6472831906,2102.96789483004,1831.15547901936,2000.34459276914,1922.89322346608
"CIRBP-AS1",28.4361128856906,60.5207607244123,61.023621948193,30.6469536237549,16.9520728200774,22.8324956839029
"COX6A1",872.988665590701,861.093630657866,870.290731476537,692.110369336465,819.753807085173,668.098678055071
"USP48",2704.27433542917,2467.54820918481,2505.72379968811,2306.18326018756,2076.62892045949,2354.72520705294
"SH3TC1",3619.91717034841,4336.25941751754,4530.76922341507,4353.57002310785,5561.49074732969,4674.7053119782
"TMEM169",459.717158318664,400.286434966727,310.75105945926,514.187777465222,524.303395078109,461.613499696297
"ACADS",306.162148735935,302.603803622061,376.468806172698,349.886053871202,479.501488339333,452.679044863466
"GPR132",905.216260194484,1146.70915056781,1335.9479081889,1238.64770896009,1617.7120919731,1324.28474966637
"LYPLAL1",1090.998864381,850.475953337793,888.12840558447,759.363406455261,747.102066427699,836.860602675223
"RPL7A",34504.379375497,33818.3640321624,34907.3894042725,28332.2573208941,33355.6249981909,31164.3711741201
"AIF1",16169.7216572332,14512.2413610749,14778.0435859462,12222.1753660069,14279.6996262267,13975.4727929559
"CTIF",571.565869002381,586.095788067992,512.598424364821,565.266033504813,784.638799100727,731.63257908854
"KMT2E-AS1",86.2562090865948,124.226824644846,86.3718956805193,61.2939072475098,56.9105301816885,65.5193354407647
"RBBP8",809.481346812659,838.796508285714,782.04118588992,1079.45381097003,790.693110822183,1089.0107724018
"C1orf198",360.190763218747,409.842344554792,479.739551008102,498.864300653344,570.316164161177,503.307622249511
"RAB3GAP1",3671.10217354265,3106.73238385316,3220.16958895849,4028.37179298912,3653.17169272669,3697.87158358862
"BEX3",878.675888167839,914.182017258227,966.050876687548,715.946888821608,794.325697855057,819.984410213207
"OBSCN",366.825856225409,437.44830558698,368.958206548305,395.005180039508,638.124455441486,502.314905045863
"SLC39A11",1041.7096020458,933.293836434357,1014.8697742461,1070.08946402944,1196.33199615975,1249.83095939277
"SLFN11",1363.98554808362,1304.91254263689,1138.79466804859,1636.20680180158,1347.68978919616,1498.01026030476
"ABHD17B",478.674566909125,560.613362499819,413.082979341614,624.85733221767,596.955135735584,579.746846930403
"COX6B1",2900.48351434044,3144.95602220542,3100.93881992125,2246.5919614747,2931.49773552911,2711.11068316255
"PPP2R5E",1491.94805606923,1465.23947016998,1630.73894344633,2102.72154029652,1542.63862662705,1788.87640097361
"ZBTB11-AS1",65.4030596370883,58.3972252603978,47.8800726055053,91.9408608712648,75.0734653460572,114.162478419514
"FMO4",66.3509300666114,56.2736897963833,54.4518472768491,92.7921651385913,85.9712264446784,104.235306383035
"FAN1",2539.34488069217,2418.70689351248,2654.99696722292,2370.03108023705,2116.5873778211,2214.75208133858
"POLR3K",369.669467513978,439.571841050994,470.351301477611,561.860816435507,584.846512292672,464.591651307241
"WAC",5420.87098644215,5274.86209261193,4775.80253616089,5982.96639077082,5480.36297026218,5888.79845203964
"PCGF2",141.23269399893,214.477081865461,166.172016689695,117.479988891061,128.351408494872,115.155195623162
"PTCH2",213.270846642679,199.61233361736,224.37916377874,134.506074237591,164.677278823609,166.776490212856
"VAMP4",685.310320545143,676.346045288607,512.598424364821,583.994727385997,457.705966142091,425.875680364971
"VWA5A",298.579185299751,264.380165269801,289.15808553913,381.384311762284,323.300245925763,385.174275015405
"GCC2",3218.96797866017,2636.36927857396,2852.15020736324,2760.77973893992,2166.23273393704,2518.52354565485
"MMS19",2193.37217391627,2297.66537206365,2467.2319766131,2003.97024528664,2192.87170551145,1868.29377726544
"CREM",934.600243509697,775.09044436528,854.330707274702,679.340805326568,748.31292877199,718.727255441116
"CHMP2B",1474.88638833782,1383.48335480542,1336.88673314195,1776.67200591046,1520.8431044298,1563.52959574552
"LINC01389",25.5925015971215,14.8647482481013,36.6141731689158,9.36434694059178,3.63258703287374,12.9053236474234
"GCNT1",388.626876104438,379.051080326582,358.631132064765,322.644317316753,306.348173105685,247.18658370834
"SLC30A7",1737.44649731569,1449.31295418987,1524.65172375178,1436.15029897985,1206.01889491408,1368.95702383052
"MFSD14C",2205.69448950007,2150.07965731465,1945.24530271778,1929.05546976191,1718.21366654928,1845.46128158154
"DTWD2",1047.39682462294,904.626107670162,865.596606711292,1302.49552900958,1135.78887894519,970.877425167696
"SNAP23",1106.16479125336,996.999900354791,880.617805960077,1164.58423770269,1141.84319066664,1219.05672607968
"RFWD3",1648.34667694053,1786.95509296817,1734.94851323478,1975.87720446487,1885.31267006147,2016.20864060899
"SPATA20",1279.62507985608,1299.60370397685,1369.74560649867,1033.4833805344,1264.14028744006,1071.14186273614
"NEPRO",2990.53120514513,2748.91665816673,2479.43670100273,2536.03541236572,2335.75346213781,2291.19130601947
"LRRC69",207.583624065541,179.438746709222,149.273167534811,120.885205960367,117.453647396251,137.987691307065
"CDKN1A",3895.74746533961,4324.57997246546,4755.14838719381,4490.63001014742,5494.89331839367,4956.63699781422
"FAM229A",174.408159032236,229.341830113562,249.727437511067,144.721725445509,184.051076332269,136.994974103417
"ZMPSTE24",2042.66077562211,1834.7346409085,1642.00484288292,2490.91628619741,1802.97403064966,2297.14760924136
"R3HCC1L",596.210500169979,686.963722608679,751.059962439298,853.006875861179,785.849661445018,810.057238176728
"KLHL17",273.934554132153,356.75395795443,462.840701853218,253.688671663305,273.654889809821,285.90255465061
"SH3RF3",467.300121754849,439.571841050994,489.127800538593,603.574725534507,518.249083356653,585.703150152291
"ZNF724",73.9338935027955,43.5324770122965,49.7577225116035,129.398248633632,93.2364005104259,65.5193354407647
"CD48",1846.45159671084,2000.37040710163,2006.26892466598,1659.1920170194,1736.37660171365,1749.16771282769
"CABLES1",603.793463606163,582.910484871971,677.831616101467,716.798193088935,782.217074412145,740.567033921371
"UBE2N",3431.29095487333,3329.70360757468,3254.90611222131,3065.54666664282,2668.74060681791,3102.24126139985
"DAB1",7.58296343618416,9.55590958806509,6.57177467134386,32.349562158408,10.8977610986212,26.8033644984947
"IGFBP3",51.185003194243,80.6943476325497,46.002422699407,115.777380356407,79.9169147232222,98.2790031611471
"NACC1",1875.83558002606,1832.61110544448,2018.47364905561,1986.09285567278,2261.89085913605,2336.85629738728
"RWDD2A",347.868447634948,436.386537854973,355.814657205618,256.242584465284,297.872136695646,326.603960000176
"POPDC2",123.223155837993,115.732682788788,102.331919882354,77.4686883267138,84.7603641003872,58.5703150152291
"MRPS34",1326.0707309027,1351.63032284521,1398.84918004319,954.312083673035,1295.62270839163,1178.35532073012
"TGDS",929.860891362082,882.32898529801,862.780131852144,846.196441722567,586.057374636963,745.530619939611
"EEF1E1",373.46094923207,260.133094341772,302.301634881818,252.837367395978,171.942452889357,257.113755744819
"TXNL1",1742.18584946331,1749.79322234792,1570.65414645118,1542.56333239566,1356.1658256062,1484.11221945369
"ZFAND5",5036.98346248533,5194.16774497938,4924.13687874265,4826.8951957414,4339.73064193982,4401.70808097501
"RAP1B",5898.59768292175,5336.44462106835,5458.3282770276,7405.49582147345,5565.12333436257,6274.9654442587
"CWC27",1541.23731840443,1176.43864706401,1376.31738117001,1183.31293158387,1117.62594378082,1161.4791282681
"PGLS",1370.62064109029,1613.88695265099,1657.0260421317,1207.14945106901,1491.78240816681,1219.05672607968
"PHRF1",2067.30540678971,2294.48006886763,2496.33555015762,2338.53282234597,2936.34118490627,2723.02328960633
"EDEM1",2377.25903724373,2409.15098392441,2271.01756142583,2850.16668700921,2453.20710953406,2709.12524875526
"MCTS1",1821.80696554324,1881.45242111682,1524.65172375178,1630.2476719303,1323.47254231033,1474.18504741721
"PFN1P1",150.71139829416,136.968037428933,168.049666595793,100.45390354453,93.2364005104259,120.118781641402
"MCRIP1",1004.7426552944,1118.04142180362,1074.0157462882,1128.82945847497,1386.43738421348,1249.83095939277
"E4F1",915.642834919237,1213.60051768427,1067.44397161685,666.57124131667,980.798498875909,921.241564985298
"INTU",246.446311675985,256.94779114575,170.86614145494,191.543460148468,119.875372084833,155.856600972728
"WRN",758.296343618416,650.863619720434,737.916413096611,969.635560484913,791.903973166475,823.955279027799
"SFXN3",1558.29898613584,1452.49825738589,1396.9715301371,1185.01554011852,1313.785643556,1314.35757762989
"SSB",4135.55868400893,3639.73978532079,3343.15565780793,3502.26575578133,2748.65752154113,3281.92307526013
"LCMT1-AS1",27.4882424561676,23.3588901041591,15.9600242018351,60.4426029801833,54.4888054931061,26.8033644984947
"PLAUR",1174.41146217902,1127.59733139168,1364.11265678038,1338.2503082373,1643.14020120322,1369.94974103417
"COL15A1",185.782604186512,123.165056912839,125.802543708582,199.205198554407,226.431258382463,191.594420304054
"SF1-DT",19.9052790199834,21.2353546401446,8.44942457744211,3.4052170693061,2.42172468858249,6.94902042553566
"RIC8A",2239.8178249629,2399.59507433635,2230.64808844472,2458.56672403901,2752.290108574,2572.13027465184
"SLC2A5",1461.6162023245,1616.01048811501,1770.62386145065,1737.51200961344,1959.17527306324,1930.83496109526
"TMEM72-AS1",34.1233354628287,36.1001028882459,33.7976983097684,13.6208682772244,6.05431172145623,22.8324956839029
"GPC4",882.467369885931,888.699591690054,928.497878565583,1151.81467369279,1031.65471733614,985.768183222415
"IL18RAP",65.4030596370883,112.547379592767,135.190793239074,57.8886901782037,48.4344937716498,78.4246590881881
"LINC00032",28.4361128856906,37.1618706202531,6.57177467134386,2.55391280197958,10.8977610986212,7.94173762918361
"MIR3161",9.4787042952302,20.1735869081374,28.1647485914737,4.25652133663263,6.05431172145623,6.94902042553566
"PTRH2",905.216260194484,781.461050757323,913.476679316797,663.166024247363,754.367240493446,758.435943587034
"NFILZ",61.6115779189963,56.2736897963833,103.270744835404,143.870421178183,127.140546150581,89.3445483283156
"TUBA1A",8162.11226862272,7721.1749471566,7881.43548084739,7167.13062662202,7341.45839343782,7086.01539963907
"CLEC9A",197.157049340788,180.50051444123,181.193215938481,131.100857168285,146.514343659241,127.067802066938
"DTX3",249.289922964554,192.179959493309,176.499091173235,158.342593722734,135.61658256062,147.914863343545
"NDUFA9",422.750211567267,344.012745170343,383.040580844042,343.926923999916,249.437642923997,290.86614066885
"NAP1L1",29972.6108519474,27196.1186876333,27085.0998954672,27370.2834988151,22334.355940452,25082.9855845728
"RPS12P20",29.3839833152136,11.6794450520796,30.9812234506211,12.7695640098979,7.26517406574747,1.9854344072959
"PEX2",1415.17055127787,1502.40134079023,1481.46577591152,1750.28157362334,1601.97088149732,1670.7430537395
"TTBK2",640.760410357561,630.690032812296,611.175044434979,798.523402752281,668.396014048768,791.195611307417
"HMGN2",12908.0995092445,12498.0679734571,12476.9836260228,12027.2266887892,10928.0326572285,11426.1750139879
"ANXA11",2491.0034887865,2770.15201280687,2544.21562276312,2707.99887436568,3233.00245925763,2978.15161094385
"AP3S2",702.371988276557,853.661256533815,836.493033166769,615.492985277078,510.983909290906,778.290287659993
"PRH1",67.2988004961344,50.9648511363472,28.1647485914737,22.1339109504897,15.7412104757862,30.7742333130865
"MT-ATP8",4813.28604111789,3921.10823430271,3459.56995198602,3882.79876327628,2697.8013030809,3519.18248693199
"AKAP9",6626.56217279543,6170.99405842604,6091.09629538271,5889.3229213649,4672.71778661992,5914.60909933449
"MEGF6",30.3318537447366,14.8647482481013,39.4306480280632,14.4721725445509,4.84344937716498,10.9198892401275
"WDR46",2229.39125023814,2196.79743752296,2286.03876067461,2380.24673144497,2652.99939634212,2549.29777896794
"CAMK2D",1379.15147495599,1414.27461903363,1327.49848361146,1673.66418956395,1526.89741615126,1523.8209075996
"PPIE",1810.43252038897,1765.71973832803,1908.63112954887,1729.8502712075,1578.96449695578,1446.38896571506
"IFRD2",828.438755403119,765.534534777215,895.639005208863,1031.78077199975,948.105215580045,956.979384316625
"RPL13AP12",15.1659268723683,19.1118191761302,13.1435493426877,4.25652133663263,2.42172468858249,5.9563032218877
"PRKCA-AS1",56.8722257713812,26.5441933001808,25.3482737323263,21.2826066831631,7.26517406574747,14.8907580547193
"NEDD1",877.728017738316,786.769889417359,733.222288331365,972.189473286892,921.466244005638,942.088626261905
"P2RY6",8513.77219797576,8062.00238913092,8180.92064087006,7361.22799957247,7486.76187475277,7657.82050894029
"TSPYL1",2692.8998902749,2524.8836667132,2724.47001374856,2970.20058870225,2902.43703926612,3030.76562273719
"DDX39A",4465.41759348294,4917.04636692549,5109.08539449333,4082.00396183069,4590.37914720811,4183.31029617246
"REX1BD",884.363110744977,1215.72405314828,1172.59236635835,790.861664346342,1043.76334077905,819.984410213207
"SGCE",127.014637556085,82.8178830965641,70.4118714786842,48.524343237612,64.175704247436,55.5921634042852
"MRPL49",1143.13173800476,1235.89764005642,1128.46759356505,1324.62943996007,1331.94857872037,1382.8550646816
"ASB7",804.741994665044,899.317269010126,824.28830877713,1151.81467369279,836.705879905251,1067.17099392155
"YIPF3",1297.63461801701,1307.0360781009,1289.9454854895,1420.82682216797,1695.20728200774,1415.61473240198
"ZC2HC1C",85.3083386570718,67.9531348484629,92.9436703518632,67.2530371187955,32.6932832958636,39.708688145918
"STK24",1620.85843448436,1469.48654109801,1735.88733818783,1888.19286493023,1811.4500670597,1840.4976955633
"MACC1",972.515060690618,951.34388787848,798.001210091755,1107.54685179181,967.479013088705,1172.39901750823
"PPHLN1",4025.60571418426,3458.17750314756,3617.29254409827,3680.18834765257,2812.83322578856,3052.60540121745
"GYS1",1683.41788283288,1875.08181472477,1923.65232879765,1972.47198739556,2395.08571700808,2002.31059975792
"NFIC",634.1253173509,732.61973508499,706.93518964599,509.079951861262,566.683577128303,629.382707112801
"SRSF10",7968.74670100002,6527.74801638047,6543.60992275239,6282.62549286976,5697.10732989031,6456.63269252627
"KPNA4",2932.71110894422,2683.08705878228,2650.30284245767,3601.86835505853,2593.66714147185,3546.97856863413
"SNX10",2452.14080117605,2082.12652246618,1850.42398245982,2054.19719705891,1473.61947300245,1772.99292571524
"AKR1A1",5873.00518132463,6010.66713089294,5729.6486884588,4937.56475049385,5638.98593736433,5216.72890516998
"EPS15L1",965.879967683957,990.629293962748,896.577830161913,1070.94076829677,1111.57163205936,1136.6611981769
"GSTT2B",159.242232159867,140.153340624955,170.86614145494,94.4947736732444,125.92968380629,107.213457993979
"SSR1",10764.9644680929,10113.3376473689,10104.5729696677,12389.0310024029,10585.3586137941,11588.9806353862
"SLC66A1",3166.83510503641,3739.54595212947,3775.01513621052,2879.11103209831,3423.10784731135,2984.10791416574
"WDR97",75.8296343618416,80.6943476325497,71.3506964317334,34.9034749603876,49.6453561159411,50.6285773860455
"GRPEL2",721.329396867018,741.113876941048,627.135068636814,581.440814584017,529.146844455274,613.499231854434
"ANXA5",24383.9667994797,21426.472831906,21457.7831268908,20457.6928481237,19883.5705556065,20373.5351704669
"ZNF774",108.057228965624,63.706063920434,122.986068849435,49.3756475049385,55.6996678373973,71.4756386626525
"FAHD2A",652.134855511837,525.57502734358,621.50211891852,500.566909187997,469.814589585003,500.329470638567
"KMT5AP1",10.4265747247532,22.2971223721519,11.2658994365895,19.5799981485101,49.6453561159411,37.7232537386221
"PAQR3",276.778165420722,278.183145785895,246.910962651919,372.019964821692,305.137310761394,350.429172887727
"TRIM45",144.076305287499,99.8061668086799,153.028467347007,81.7252096633465,95.6581251990084,86.3663967173717
"ZNF286A",290.996221863567,266.503700733815,256.299212182411,248.580846059346,167.099003512192,183.652682674871
"SP100",8861.64064561071,8737.28666668752,8451.30222734821,8067.81054145348,7211.89612259866,8154.17911076427
"RPL21P28",90.9955612342099,79.6325799005424,30.0423984975719,39.1599962970202,33.9041456401549,28.7887989057906
"LRFN3",153.555009582729,207.04470774141,191.520290422021,193.246068683121,255.491954645453,325.611242796528
"MAN1B1",1704.27103228239,1665.91357151935,1892.67110534703,1883.9363435936,2104.47875437818,2044.99743951478
"MRPL37P1",24.6446311675985,23.3588901041591,8.44942457744211,3.4052170693061,9.68689875432996,2.97815161094385
"NDUFA6",1913.75039720698,1734.92847409982,1822.25923386835,1502.55203183132,1592.28398274299,1687.61924620152
"ZEB2",3726.07865845499,3348.81542675081,3381.64748088294,4229.27960007818,3748.8298179257,3818.98308243367
"MAP10",167.773066025574,174.129908049186,176.499091173235,242.62171618806,240.961606513958,209.463329969718
"ZNF483",156.398620871298,203.859404545389,163.355541830547,126.844335831652,111.399335674795,131.03867088153
"EXOSC2",1770.621962349,1429.13936728174,1529.34584851702,1211.40597240565,1392.49169593493,1423.55647003116
"LSS",3079.63102552029,3820.24029976202,4077.31677109234,3767.8726871872,4770.79763650751,4340.15961434884
"SLC16A10",12.3223155837993,1.06176773200723,13.1435493426877,23.8365194851427,26.6389715744074,29.7815161094385
"MTCO3P11",47.393521476151,26.5441933001808,22.531798873179,8.51304267326526,6.05431172145623,21.8397784802549
"PPP1R12A",5953.57416783409,4876.69919310922,5046.18412263904,5023.54648149383,3857.80742891191,4758.09355708463
"MYORG",44.5499101875819,78.5708121685352,37.5529981219649,72.3608627227547,119.875372084833,86.3663967173717
"SUMO1",4870.15826688927,4492.3392741226,4432.19260334491,4516.16913816722,3607.15892364362,3956.97077374073
"RUNDC3A-AS1",22.7488903085525,35.0383351562387,65.7177467134386,19.5799981485101,24.2172468858249,7.94173762918361
"LINC01619",43.6020397580589,13.802980516094,24.4094487792772,11.9182597425714,10.8977610986212,6.94902042553566
"KRI1",1673.93917853765,2006.74101349367,1933.97940328119,1405.50334535609,1779.96764610813,1602.24556668779
"MFN1",1336.49730562746,1290.04779438879,1322.80435884621,1666.00245115801,1339.21375278612,1591.32567744767
"SCIN",15.1659268723683,31.853031960217,28.1647485914737,61.2939072475098,32.6932832958636,58.5703150152291
"ATP6AP2",13436.0633384888,13406.9411520553,13061.8715717724,16195.2123816198,13874.0607408891,14316.9675110107
"LSR",97.630654240871,78.5708121685352,130.496668473828,55.3347773762242,69.019153624601,67.5047698480607
"B3GNT4",24.6446311675985,12.7412127840868,31.9200484036702,5.95912987128568,0,12.9053236474234
"CFAP36",283.413258427383,188.994656297287,161.477891924449,151.532159584122,121.086234429125,163.798338601912
"NPM2",22.7488903085525,10.6176773200723,22.531798873179,34.9034749603876,38.7475950173199,47.6504257751016
"VNN2",45.4977806171049,57.3354575283906,48.8188975585544,62.1452115148364,100.501574576173,91.3299827356115
"FOXD2",5.68722257713812,11.6794450520796,7.51059962439299,17.0260853465305,30.2715586072811,22.8324956839029
"CTDP1",932.704502650651,1041.5941450991,1222.35008886996,1224.17553641554,1377.96134780344,1204.16596802496
"CALD1",26.5403720266445,4.24707092802893,31.9200484036702,8.51304267326526,0,5.9563032218877
"USP4",4281.53073015548,4653.7279693877,4740.12718794502,4876.27084324634,5223.66015327243,5149.22413532192
"LRRC3",144.076305287499,122.103289180832,103.270744835404,171.963461999958,188.894525709434,162.805621398264
"KHSRP",5676.79600241336,6495.89498442025,6364.29435672,6687.84632411719,6813.52241132684,7213.08320170601
"TTYH1",130.806119274177,152.894553409041,111.720169412846,72.3608627227547,71.4408783131835,113.169761215866
"TP53INP1",2610.4351629064,2486.66002836094,2321.71410889048,2349.59977782121,1931.32543914454,2171.07252437807
"COX5B",2005.69382887071,2073.63238061012,1971.53240140316,1442.96073311846,1962.80786009611,1757.10945045687
"LRRC7",99.526395099917,63.706063920434,66.6565716664877,50.226951772265,37.5367326730286,45.6649913678057
"TMEM176B",665.40504152516,679.531348484629,695.6692902094,737.229495504771,892.405547742648,807.079086565784
"SUPT5H",7258.79174928728,7681.88954107233,8168.71591648042,8204.87052849305,8990.6529063625,8513.54273848483
"SMYD3-IT1",20.8531494495064,24.4206578361663,53.5130223238,11.9182597425714,9.68689875432996,17.8689096656631
"FBXL6",345.972706775902,475.67194393924,556.72319715813,319.239100247447,318.456796548598,408.006770699308
"MPG",200.94853105888,215.538849597468,233.767413309232,234.108673514795,309.980760138559,322.633091185584
"PNKP",931.756632221128,1173.25334386799,1362.23500687428,849.601658791873,1094.61955923929,870.612987599253
"CMC1",625.594483485193,593.528162192043,538.885523050197,460.55560862365,501.297010536576,486.431429787496
"C1QTNF3",147.867787005591,93.4355604166365,80.7389459622246,81.7252096633465,61.7539795588535,51.6212945896934
"ATP6V1G1",4436.03361016773,4312.90052741338,4166.50514163201,3893.86571875153,3827.53587030463,3928.18197483494
"LIME1",32.2275946037827,55.2119220643761,44.1247727933088,23.8365194851427,20.5846598529512,19.854344072959
"PTPN23-DT",60.6637074894732,23.3588901041591,39.4306480280632,17.0260853465305,14.5303481314949,23.8252128875508
"STOM",2982.00037127942,2797.75797383906,2992.9739503206,3503.11706004865,3021.10154900666,3385.16566443951
"MID1IP1",1969.67475254883,2059.82940009403,2249.4245875057,2205.72935664303,2461.6831459441,2509.58909082202
"GTPBP2",2283.41986472095,2527.00720217721,2470.98727642529,2103.57284456385,2273.99948257896,2044.00472231113
"CSNK2A1",4117.549145848,3731.05181027341,4075.43912118624,4895.85084139485,4127.82973168886,4455.314809972
"GNAI2",22218.0828680196,27573.0462324958,27511.3264241515,27152.3496063795,32443.8456529396,28672.6509929638
"CD38",1.89574085904604,4.24707092802893,33.7976983097684,76.6173840593873,37.5367326730286,95.3008515502033
"DDX19A",712.798563001311,606.26937497613,614.930344247176,548.239948158283,544.888054931061,505.293056656807
"CHRAC1",1036.97024989818,1022.48232592296,991.399150419874,917.706000177995,805.223458953678,883.518311246676
"NOP16",854.03125700024,848.352417873779,804.572984763098,572.076467643425,857.290539758202,587.688584559587
"RNU6-32P",21.8010198790295,4.24707092802893,20.6541489670807,3.4052170693061,1.21086234429125,5.9563032218877
"LIAS",607.584945324256,523.451491879566,594.276195280095,533.767775613732,408.06061002615,447.715458845226
"FUT8-AS1",292.891962722613,449.127750639059,401.817079905025,439.273001940487,646.600491851525,433.817417994154
"MPV17L",532.703181391937,388.606989914647,403.694729811123,304.766927702896,359.6261162545,369.290799757038
"PRMT2",4396.22305212776,4570.91008629114,4580.52694592667,4110.09700265247,4081.81696260579,4062.19879732741
"DNAJC8",5227.50541881945,4489.15397092658,4624.65171871998,4425.07958156328,4233.1747556422,4086.02401021497
"AK9",202.844271917926,205.982940009403,190.581465468972,171.963461999958,99.2907122318821,147.914863343545
"PMPCA",1434.12795986833,1734.92847409982,1858.87340703726,1872.01808385103,2010.03149152347,1977.49266966672
