"gene","AD_logFC","AD_padj","AD_label","AD_drug_logFC","AD_drug_padj","AD_drug_label"
"GNB4",-1.0662407415594,3.9205906947445e-30,"down",1.09737482074329,2.32878549452855e-34,"up"
"LIN28B",-1.08140268426241,4.10036565118461e-30,"down",1.08878430302054,1.15427494061196e-25,"up"
"RBX1",1.04558656774973,4.48923016786897e-30,"up",-1.1787041468618,1.82045495985741e-28,"down"
"ACO2",-1.17862536947478,4.95327907900226e-30,"down",1.06459123443737,1.69975925798289e-38,"up"
"SEM1",1.06461911889118,7.51456210638854e-30,"up",-1.16372658047769,7.19001092059392e-45,"down"
"FURIN",-1.28906202154531,7.80983659094367e-30,"down",1.08793072860525,3.88141525780673e-16,"up"
"SPTY2D1",-1.25851297881172,1.13844251377154e-29,"down",1.19312521411805,1.50150457469603e-26,"up"
"LPAR2",1.59110562126533,1.25358257282034e-29,"up",-1.67914395043779,8.87351109540869e-48,"down"
"PTPN13",-1.03451872949351,1.26567540462874e-29,"down",1.00317671517123,3.67558143706947e-25,"up"
"MCCC1",-1.01706771644083,1.29775557133804e-29,"down",1.01116896535487,1.04555778793006e-32,"up"
"TEPSIN",1.45800150150948,1.40977825323789e-29,"up",-1.19674328349336,1.23771686200695e-26,"down"
"C3orf62",1.18965184975629,1.44060929011922e-29,"up",-1.13187284386246,1.01290078424031e-29,"down"
"PIGS",-1.24324969656396,1.55674264003115e-29,"down",1.12339485797607,2.40148725307917e-25,"up"
"CCL2",1.18123399409702,1.92057429844058e-29,"up",-1.23643625544227,1.08772084645007e-43,"down"
"KANTR",1.41166854848623,2.0405521187911e-29,"up",-1.24747062792433,7.02652740870855e-32,"down"
"KLHL17",1.62537930394496,3.05418908056186e-29,"up",-1.46458006758766,2.5853158220407e-20,"down"
"UNC13B",-1.13106606318158,3.18107774736358e-29,"down",1.17617462661815,2.10521861935996e-37,"up"
"PLCL2",-1.55287767545112,3.38392787198456e-29,"down",1.73614605505732,1.62462588060946e-43,"up"
"ERAP1",-1.06829401231617,3.63679676602704e-29,"down",1.04929890518632,7.89584629725136e-33,"up"
"ACP5",-1.36978914035866,4.63644181817171e-29,"down",1.03813690593593,4.0789318061236e-21,"up"
"TMEM259",1.0093353282948,4.86203418375508e-29,"up",-1.11825835485106,1.63191063157365e-32,"down"
"PFDN2",1.00297620759911,8.11784147354371e-29,"up",-1.20064456234702,6.51869349030961e-41,"down"
"ANKDD1A",1.40885650960319,8.54805282604288e-29,"up",-1.22408767587842,4.01617065124219e-18,"down"
"EGR3",2.39728101012708,1.03295300546239e-28,"up",-1.60583149662933,6.70280855697582e-21,"down"
"POM121",-1.07844435280134,1.15966851036706e-28,"down",1.01878246456355,3.07928000140023e-24,"up"
"ARHGAP33",1.57762704728169,1.40152867733696e-28,"up",-1.64308187688424,3.55369518085607e-35,"down"
"VPS26C",-1.08878238292648,1.41762791293191e-28,"down",1.13835228098077,1.23634497080814e-32,"up"
"URB1",-1.23053193567307,2.39024663850902e-28,"down",1.14325321143119,1.96064942906402e-28,"up"
"VGLL4",-1.88880254890999,2.39024663850902e-28,"down",1.94590204478409,1.28319276511919e-32,"up"
"MMGT1",-1.73190958531372,3.08579148143809e-28,"down",1.76670348120782,4.63270685031597e-35,"up"
"GSDME",-1.45048566230137,4.10411682636527e-28,"down",1.29108598125164,3.59790249328114e-24,"up"
"ARHGAP27P1-BPTFP1-KPNA2P3",1.87590198900184,4.31408038418081e-28,"up",-1.59743357137066,7.24556154226006e-24,"down"
"CCDC26",1.16958890603042,4.65780044004004e-28,"up",-1.14321263515838,7.96040075426581e-30,"down"
"ACO1",-1.3181476683817,1.03650691768278e-27,"down",1.27203016314011,3.17596505418181e-26,"up"
"LPL",-1.17053067558064,1.215155431433e-27,"down",1.22934678196252,3.82123765752745e-23,"up"
"KLHDC4",1.04403846301867,1.36956103411926e-27,"up",-1.09106589569176,1.80565877596419e-30,"down"
"CHD4",1.25680847546995,1.96692027465284e-27,"up",-1.18617774153759,7.40625733366272e-26,"down"
"DOP1B",-1.05906856281878,1.96692027465284e-27,"down",1.03395325663159,4.97425617022005e-27,"up"
"STK40",-1.02393333485897,2.49029814528525e-27,"down",1.03151006725261,4.73602915365396e-27,"up"
"TNFRSF13C",2.4006680440234,4.55214729205212e-27,"up",-1.89311524408626,2.88178338973676e-19,"down"
"SLC12A2",-1.64767097411,4.94421166456454e-27,"down",1.68237833684797,1.14896472482624e-36,"up"
"SDSL",-1.58389606302261,4.99621705278225e-27,"down",1.33217190871781,2.82476578061837e-20,"up"
"SUSD1",-1.25733445315581,5.25400279134341e-27,"down",1.08445473375792,1.29385810438926e-21,"up"
"TAOK1",-1.06945690435321,5.52658994674169e-27,"down",1.13927328515602,6.11149599729248e-33,"up"
"CSNK2A2",-1.26473260547849,8.27722610823407e-27,"down",1.2965156597552,1.27639030610212e-27,"up"
"CCDC112",1.16819626308444,8.8205162342506e-27,"up",-1.14412694198766,1.04870275763336e-18,"down"
"UPF3B",1.15102654517594,8.95602514560122e-27,"up",-1.10927172835073,9.89343148614972e-21,"down"
"PRCP",-1.0785789491788,1.1340375930069e-26,"down",1.0141360575852,1.37957072999852e-24,"up"
"MRNIP",1.23425127412334,2.09451491407882e-26,"up",-1.01059206036856,3.74948424422188e-20,"down"
"NPIPB4",1.90446628203766,2.10038649054042e-26,"up",-1.39573928860559,1.31297132893199e-17,"down"
"PDCD5",1.09014641059822,2.16757375749954e-26,"up",-1.15494929169548,1.45421581115701e-37,"down"
"UNC119B",-1.6988973093698,2.34580852839721e-26,"down",1.82206835631772,1.74820424013555e-32,"up"
"DUSP2",1.7028040428854,2.54762167665786e-26,"up",-1.24979254238233,2.22397806026605e-14,"down"
"SEC24C",-1.14701313608714,3.01506411293861e-26,"down",1.08845781720852,5.0341370813974e-24,"up"
"TENM4",-1.62811466977998,3.32966280500603e-26,"down",1.62669690644275,2.13803363733173e-27,"up"
"RNASEH2B-AS1",1.72481050594246,3.36710271140473e-26,"up",-1.73564070557965,8.54779931484073e-26,"down"
"TRPM2-AS",1.80780260900521,5.17258856717552e-26,"up",-1.2356689412127,2.11090912979472e-14,"down"
"ERMP1",-1.18536910294503,5.98759820635411e-26,"down",1.19695305079848,1.81093307841206e-33,"up"
"EIF4A1",1.35306008934402,7.49809372343901e-26,"up",-1.08562019065332,6.2607845982563e-20,"down"
"EGLN1",-2.21345073194459,8.61599681298295e-26,"down",1.9943885972947,1.30813338542953e-18,"up"
"SEMA3F-AS1",2.77557255813935,1.14076631372843e-25,"up",-1.95014018934146,1.56732453557246e-17,"down"
"HSH2D",2.31532650727239,1.4608237432086e-25,"up",-1.94911288632513,1.45938602676556e-25,"down"
"SELENOP",-2.72054423237378,1.83395885679576e-25,"down",2.01991834862416,4.11964093324733e-12,"up"
"SNHG4",1.28711485380309,1.84649657294358e-25,"up",-1.1479019581243,4.53769022957264e-18,"down"
"ATP2B4",-1.18390113816206,1.94235067343969e-25,"down",1.28691753669195,2.62448912165649e-31,"up"
"COPG2",-1.28566023742355,2.03652501187754e-25,"down",1.04234432317834,3.23094317160612e-16,"up"
"TRIM32",-1.16382410732859,2.56868955690045e-25,"down",1.08848898528986,2.67109758236137e-21,"up"
"MARCHF8",-1.26022035068974,2.5866631617612e-25,"down",1.33529150826377,1.90477656781807e-31,"up"
"KLHL9",-1.09608491617315,2.7582734866341e-25,"down",1.08482946641181,9.28616162894265e-28,"up"
"TPM2",1.87374205579395,3.31282089254792e-25,"up",-1.67009800530637,4.24693890349662e-21,"down"
"GPA33",-1.49631276295836,5.84549360244948e-25,"down",1.43590079792582,5.6560515889907e-30,"up"
"CNOT6L",-1.05510265671259,6.1610066394757e-25,"down",1.07071073544631,8.57325422560758e-28,"up"
"ATXN1",-1.16138210699261,6.61975738292274e-25,"down",1.06833722121089,3.38969296217058e-21,"up"
"SGMS1",-1.25008378901556,9.34294952950183e-25,"down",1.0632756921147,2.10170226776923e-18,"up"
"F8",-2.04286337449437,1.03493390820745e-24,"down",1.75411093467886,3.24706015273446e-16,"up"
"CIR1",1.2336222300086,1.09488212421965e-24,"up",-1.18427722954398,1.20059547024556e-19,"down"
"LMBR1",-1.28513846985429,1.17464449918497e-24,"down",1.36747276000495,1.5743377230612e-29,"up"
"SESN3",-1.02732002676637,1.24939646062023e-24,"down",1.00876625690597,7.75016354444446e-26,"up"
"CEMIP2",-1.26943521068703,1.55045762598984e-24,"down",1.06923821366941,3.33494254522321e-17,"up"
"MEGF9",-1.172267787265,1.74814238654042e-24,"down",1.20522607929973,4.1922535857518e-26,"up"
"ILRUN",-1.06188936426117,1.75990848047094e-24,"down",1.06480495254757,4.36173942101797e-27,"up"
"STS",-1.69751510784923,1.78438445360511e-24,"down",1.49950893535985,1.40429399020001e-19,"up"
"SIPA1L2",-1.56544877170084,1.88774282502668e-24,"down",1.44681088036773,3.00593208150442e-21,"up"
"PDXDC2P-NPIPB14P",1.61253252591822,2.0246850933362e-24,"up",-1.6036188894848,4.70530019626858e-26,"down"
"MAML3",-1.26127974327944,2.51663180551894e-24,"down",1.31397195735495,7.4276838956698e-27,"up"
"ZNF44",1.439529004287,3.73890720869366e-24,"up",-1.22198614496999,1.94103139736469e-20,"down"
"CDH23",1.13477937140623,3.89655185508444e-24,"up",-1.08510187033658,5.29966301388407e-24,"down"
"AKAP6",-1.66734171771585,4.1537958161234e-24,"down",1.43899787849726,7.50684474814258e-20,"up"
"SMPD4BP",1.25713883973892,4.5071556795647e-24,"up",-1.25198660758692,1.04683763243905e-25,"down"
"ASPH",-1.28174470286006,4.62954917748727e-24,"down",1.21742666288031,1.70705105940519e-21,"up"
"WASH2P",1.04030456603579,5.03008493934901e-24,"up",-1.23967483032767,5.32485221683731e-36,"down"
"GIMAP8",-1.24224880178104,5.3470017076837e-24,"down",1.24941575591252,1.48027834622533e-23,"up"
"JRK",-1.19670894636904,5.95403725114735e-24,"down",1.18238206830114,2.41377673640877e-25,"up"
"SP1",-1.04269456147172,6.81452844412213e-24,"down",1.06516126840334,3.28989339483861e-35,"up"
"KCNQ1OT1",1.55384835667659,7.72391369866369e-24,"up",-1.13020636065076,1.32875836010832e-14,"down"
"IL1RN",-1.78260922876068,7.92244061268077e-24,"down",1.99974378953844,2.66815452506211e-34,"up"
"TNFRSF10C",-1.85693327705622,1.10134014492878e-23,"down",1.5028627505688,8.27199582525281e-14,"up"
"SLC9A7P1",-2.6795911782184,1.14023740699037e-23,"down",2.26370817938807,3.63405769898663e-16,"up"
"PDZD8",-1.36261531247266,1.28146160034729e-23,"down",1.29341554359822,2.36185314327596e-25,"up"
"RGP1",-1.28521783173907,1.35448865262013e-23,"down",1.26109721771475,6.03435750983536e-24,"up"
"MSANTD2",1.68152517907124,1.50484528680896e-23,"up",-1.09496688683639,8.20190955845245e-16,"down"
"SMG6",-1.33416758109896,1.7817144393506e-23,"down",1.32679583987866,1.80378005063682e-26,"up"
"DPRXP4",2.65291838116791,2.31120560065935e-23,"up",-2.15434362336248,1.4510289235625e-20,"down"
"PTBP2",1.23758066470904,2.85035039621223e-23,"up",-1.27118601429025,1.85801250085031e-29,"down"
"NPIPB15",2.37038619428194,3.04224079661962e-23,"up",-2.0690670343457,2.96360069524787e-24,"down"
"ANKRD50",-1.03808211633636,3.26573509075883e-23,"down",1.04688359672319,3.64790334980547e-24,"up"
"TRIM58",-1.4606101820239,3.59577064666052e-23,"down",1.42613883200639,3.64799080122548e-21,"up"
"DOCK7",-1.26021879129897,4.32629407982135e-23,"down",1.2913387962619,6.71395468234172e-26,"up"
"SPPL2B",1.20651415102798,4.96351350791564e-23,"up",-1.31286687747418,1.27071496472004e-35,"down"
"ANKRD26",1.27883054471953,5.10118116323446e-23,"up",-1.60784643049964,5.4481093702948e-35,"down"
"NPEPL1",2.02642382148139,6.09126381698031e-23,"up",-1.79383994644736,1.800135168254e-21,"down"
"LRRC4",-1.58607936907384,6.66227396904378e-23,"down",1.31044512569287,1.42496913598065e-15,"up"
"MRPS21",1.0461755882668,7.2857369824552e-23,"up",-1.13001601674863,1.67914857545945e-30,"down"
"FNDC3B",-1.31762236103219,7.36366147605791e-23,"down",1.30052689658078,3.71896704387946e-34,"up"
"AGAP4",1.44573151719509,7.99001975885259e-23,"up",-1.12414042239271,3.28440723446752e-17,"down"
"RNF169",-1.29416359767499,1.17164873755976e-22,"down",1.34065543906384,3.64948303427372e-26,"up"
"AGAP9",1.52212904968087,1.3848601214171e-22,"up",-1.32907718253741,1.33440125086137e-23,"down"
"ELF3-AS1",1.72163987880658,2.04186005403043e-22,"up",-1.29471599407794,2.62760245625245e-19,"down"
"CDK4",-1.32985073309299,2.48406322414279e-22,"down",1.1327977341114,1.84213933303006e-17,"up"
"MORF4L1P1",-1.11896088820629,2.58656759496571e-22,"down",1.11631545755334,1.15356178894779e-23,"up"
"FCGR2A",-1.53882290565087,3.24504689853159e-22,"down",1.25492840764813,3.97304662114233e-14,"up"
"RAPH1",-1.63985422124828,3.42954650587961e-22,"down",1.68056899400963,1.62668086719954e-25,"up"
"SNAP47",-1.45592258462793,3.68093051589334e-22,"down",1.22675980568674,3.47645727795334e-15,"up"
"GSKIP",-1.29131883843069,4.90452458666959e-22,"down",1.28212907183205,5.37594187030575e-22,"up"
"TMA7",1.17475486212362,6.35157028228266e-22,"up",-1.25275895867217,1.19276894331713e-25,"down"
"HEATR1",-1.0539631376927,6.52067620562761e-22,"down",1.05221459309299,3.30219080164898e-24,"up"
"PRMT5",-1.38271641131736,7.55999012455896e-22,"down",1.31395537925816,2.43755325615833e-17,"up"
"MSNP1",-2.86433237825978,8.65686614793295e-22,"down",2.90396150614842,6.03860066963717e-24,"up"
"PANX1",-1.46491196853477,1.02998661434357e-21,"down",1.41916297344104,8.97887817735833e-21,"up"
"ESYT2",-1.09132717818665,1.0894996982534e-21,"down",1.12201544470069,1.01617866183205e-21,"up"
"WWC2",-1.06103671789177,1.10067676888741e-21,"down",1.17304422065615,5.44692014491771e-29,"up"
"XAF1",1.68488541540436,1.36256228870712e-21,"up",-1.08442311618301,4.10621004386432e-10,"down"
"SLC16A1-AS1",1.56702439588877,1.47597649354308e-21,"up",-1.48311641076343,2.35692143375534e-22,"down"
"DNAJC14",-1.64301920245923,1.72511841086591e-21,"down",1.60908615280673,2.46445513453071e-22,"up"
"XPC",-1.2801234960777,1.87477759404224e-21,"down",1.41663629203888,8.91851016254604e-33,"up"
"IFITM10",1.3210221595327,1.94785010324036e-21,"up",-1.17808426701285,8.04532227381413e-19,"down"
"HINT3",-1.26565431246436,2.35702608957469e-21,"down",1.34440680650703,1.04001493116082e-22,"up"
"SNRPF",1.15271346422595,2.6274767551529e-21,"up",-1.15273780235621,5.8869309061321e-23,"down"
"TPRG1L",-1.19567284666849,2.64108590927759e-21,"down",1.04007817203078,2.11942532589091e-17,"up"
"PIGL",1.45281369144721,3.16979870501007e-21,"up",-1.38160714685953,1.70567244580314e-19,"down"
"ITFG1",-1.11519140412381,4.37425041085883e-21,"down",1.16798376295113,4.65380618089098e-24,"up"
"PIK3CB",-1.30177658181574,7.24636794776204e-21,"down",1.28843744132181,3.50159197849183e-30,"up"
"PCCA",-1.30095522660126,9.00539082406146e-21,"down",1.19934419039231,2.08328342553479e-17,"up"
"QTRT1",1.0113037359017,1.32624908774054e-20,"up",-1.03913399872732,1.33368240013222e-22,"down"
"GTF3C4",-1.18845000283551,1.41743387769021e-20,"down",1.1725710184887,1.40090288197013e-22,"up"
"CCL3",1.59662858522941,1.45774834909368e-20,"up",-1.60881885491826,4.45674685051499e-19,"down"
"PREPL",-1.04574401299895,1.45774834909368e-20,"down",1.1900153446023,5.9614064241023e-25,"up"
"DHPS",1.87541092659269,1.4790845051275e-20,"up",-1.47483021807367,1.29211473747588e-13,"down"
"STXBP1",-1.18173815428398,1.48524276667782e-20,"down",1.13449404681654,3.11116825617545e-19,"up"
"SHPRH",-1.29606972471291,2.01118260171524e-20,"down",1.24616132525275,7.26914017926242e-20,"up"
"CCR2",-2.99849453885523,2.50292454657006e-20,"down",2.61192045686496,3.0074543830459e-15,"up"
"PDE4DIP",-1.74856042902349,2.5213060187402e-20,"down",1.80182089651398,3.95398559825656e-23,"up"
"MAPK6",-1.0724923795508,2.59031093162873e-20,"down",1.05363365384371,3.88514445854135e-21,"up"
"CCDC18",1.14735811158298,2.82316356407459e-20,"up",-1.39410758403852,2.29672069922974e-48,"down"
"AHI1",1.16126435281325,3.00239173303263e-20,"up",-1.13146240427723,1.46933368487772e-17,"down"
"NDUFA11",1.58764178628985,3.26869697605884e-20,"up",-1.76391039680371,4.01314512819623e-36,"down"
"SNHG6",1.07572718473394,3.58867744875835e-20,"up",-1.10945226050999,4.61885257416766e-32,"down"
"TEX2",-1.11743194970556,3.73236948262727e-20,"down",1.12320999736112,1.1190455428994e-20,"up"
"NSRP1",1.14675190513654,4.59579761704564e-20,"up",-1.29728076550192,6.74811287169707e-32,"down"
"ZBTB47-AS1",-2.55969874426447,5.69297633028701e-20,"down",2.43641514746818,1.06657209569614e-16,"up"
"OBSL1",2.35621374264812,6.26766299928025e-20,"up",-1.30160171601033,8.31135362238751e-07,"down"
"HMG20A",-1.01161399727764,6.8288613300215e-20,"down",1.03556826218293,3.69374316702859e-22,"up"
"CD300C",-1.26143585525774,7.68991066712892e-20,"down",1.03672097929394,1.89332253996063e-15,"up"
"NR1D2",-1.23297953413428,8.62548103816803e-20,"down",1.36514866004939,1.91023944732704e-23,"up"
"MFHAS1",-1.93959082587917,9.21174040304428e-20,"down",1.46685675910633,6.5860708620043e-11,"up"
"FAM133B",1.07511952732239,1.01779642786287e-19,"up",-1.07393206600704,1.04613985598012e-22,"down"
"LARS2",-1.26633778521716,1.01996516684001e-19,"down",1.25469312745801,1.31105036856615e-27,"up"
"EHD4",-1.32352957890178,1.03428678374734e-19,"down",1.21311440538794,6.43783317338321e-19,"up"
"GNG12",-1.60561321787642,1.06827373084805e-19,"down",1.28746356730164,9.3791446989654e-14,"up"
"AOC1",-1.15045979824799,1.24591188950773e-19,"down",1.4269929190358,6.1522712252197e-32,"up"
"IL1RAP",-1.08206002865623,1.3213158106731e-19,"down",1.13760945658469,5.88741378452221e-21,"up"
"DOCK1",-3.43658699543279,1.49619229459833e-19,"down",3.02530665281425,5.9337995048748e-14,"up"
"ASPSCR1",1.09923655001417,1.5808350186009e-19,"up",-1.09935693034486,1.03539662548129e-18,"down"
"POU6F1",1.6443058241118,1.64049047759228e-19,"up",-1.51541690591538,1.08811155329135e-18,"down"
"MEPCE",-1.49929366421182,1.7398722579211e-19,"down",1.31989053361223,8.1271467628203e-12,"up"
"BTBD9",-1.16921671341976,1.84961537328904e-19,"down",1.0429716973653,7.9976018828575e-17,"up"
"CORO7",1.28166130212833,1.86602168564486e-19,"up",-1.41588335467223,2.109511434158e-25,"down"
"SALL4",1.65724244899559,1.87904808016029e-19,"up",-1.36930055217729,2.64253008491486e-17,"down"
"TNFSF13",-1.36205747139059,2.002636828814e-19,"down",1.26262597724099,1.05675028246951e-17,"up"
"RHEX",2.01012594786169,2.25188018989866e-19,"up",-2.3772641029005,1.97147678736212e-24,"down"
"DLAT",-1.01238044823813,2.39053547058623e-19,"down",1.07268797111049,1.60035209715126e-22,"up"
"Y_RNA",1.25281914777223,2.64500439656434e-19,"up",-1.01085138747876,4.55159397698482e-17,"down"
"ATP6V0D2",-4.05183492437724,3.23368240105105e-19,"down",3.28977975861116,1.67361458351899e-10,"up"
"PLEKHA8",-1.21179892071829,3.68233472596697e-19,"down",1.19181969970898,7.16092114784652e-18,"up"
"EEF1A1P6",-1.57520998867971,4.00929410103696e-19,"down",1.19635116064536,2.10744337790662e-17,"up"
"COG2",-1.05284189687544,4.2113996440506e-19,"down",1.07544431001416,1.82486014401375e-22,"up"
"SPART",-1.02844473146755,5.15420724569301e-19,"down",1.12368132661574,5.04417587723307e-23,"up"
"KIF3B",-1.01867411181402,5.56693232400872e-19,"down",1.15755056137596,1.54118791868921e-28,"up"
"KIF26B",-1.22062375987927,6.67704558349621e-19,"down",1.28313133826982,1.05145900925352e-18,"up"
"TSPYL2",1.23183190827885,7.33678634376998e-19,"up",-1.19578180037486,1.58718704444444e-18,"down"
"CYP1B1",-1.28638350428382,7.93215670764286e-19,"down",1.58055300697443,2.36693533403036e-36,"up"
"PIF1",1.31510998018434,8.72143424556838e-19,"up",-1.46535486822508,3.9482137841871e-28,"down"
"KIAA0040",-1.31291205613225,9.14071075545589e-19,"down",1.06223746899686,5.1136676633845e-13,"up"
"FAM20B",-1.00248786450519,9.33424897593135e-19,"down",1.02691470814892,2.14788345361048e-23,"up"
"ACAP3",1.01760934046263,1.14185942697197e-18,"up",-1.09321710541556,3.35929880754919e-18,"down"
"RPL21P7",3.62673795575933,1.16975888272248e-18,"up",-2.21726462500653,7.26032971560998e-10,"down"
"HLTF",-1.25689736453291,1.28597751103114e-18,"down",1.1418240539614,6.53383084467103e-19,"up"
"DMXL2",-1.03539948762884,1.73685150130253e-18,"down",1.082873663076,2.38481857122289e-23,"up"
"NUAK1",-1.09531078609471,1.74971813670408e-18,"down",1.06782099906816,8.96156724251319e-16,"up"
"SEC23A",-1.02589248495905,1.91679447735918e-18,"down",1.07869479389115,1.71653487675641e-20,"up"
"CLCN4",-1.11133038684633,1.93818699822079e-18,"down",1.20914223086772,2.40954556265783e-24,"up"
"SMG8",-1.47640094372733,2.1205168911235e-18,"down",1.57403812193213,4.20654144490571e-24,"up"
"ZNF252P",-1.07458581598225,2.34200016528972e-18,"down",1.18099154454007,8.2873857467304e-18,"up"
"TRPV1",1.38275281870129,2.83159466567814e-18,"up",-1.07724855216639,3.76500085551891e-13,"down"
"PLEKHM3",-1.20704581662754,2.88820713412118e-18,"down",1.29408521712006,1.2090951430424e-21,"up"
"ZMYND15",2.26221949684033,2.96916203931763e-18,"up",-1.27892718389204,6.92412335610147e-09,"down"
"LMBRD2",-1.08503999998675,3.12979471618466e-18,"down",1.07934718252038,9.55833077879203e-17,"up"
"NALT1",1.67554399002014,3.57588746432694e-18,"up",-1.34047214730086,1.23034895320716e-09,"down"
"NPIPB13",2.43656245955967,3.99879850843097e-18,"up",-2.47975613735727,4.04482005729175e-21,"down"
"MAN1A1",-2.16423726683083,4.43709539029738e-18,"down",2.06621821921773,1.84290977878085e-18,"up"
"MTND5P11",2.5201002422613,4.7803536806031e-18,"up",-1.78791615714001,1.12391589142043e-11,"down"
"COG5",-1.0589554259422,4.80735123434266e-18,"down",1.15814675588042,4.19060043622252e-25,"up"
"WDR48",-1.27955339979222,5.39269260715019e-18,"down",1.49950032037781,5.7892110591191e-26,"up"
"RAPGEFL1",1.8524897201961,6.03978115142027e-18,"up",-2.02149913871335,0.000106157474615293,"down"
"SYT11",-2.00086134106794,6.75302351548129e-18,"down",2.04202066842783,1.77112691912192e-18,"up"
"HSPB7",-2.19006289882703,9.04805875376715e-18,"down",2.27255956417382,4.93773220124962e-23,"up"
"NPIPB11",1.94531562627805,9.78606245709995e-18,"up",-1.98691560830591,7.82282530975259e-21,"down"
"ZDHHC2",-1.15943075706135,1.21757631893734e-17,"down",1.17341383267166,7.09112412952735e-21,"up"
"GEMIN4",-1.28554671604007,1.21785792873866e-17,"down",1.10855495599097,1.33274194307412e-12,"up"
"EIF4BP7",-2.38764976002528,1.31708553040111e-17,"down",2.15116409885505,9.14034258011337e-15,"up"
"MRTFB",-1.07357593941124,1.45217761235497e-17,"down",1.10943451581406,5.57578899560134e-20,"up"
"CARD6",-1.00356846393415,1.71190554348592e-17,"down",1.06654345251044,2.73405983430079e-20,"up"
"GPR35",-1.0453091907383,1.91323498328815e-17,"down",1.01275846820678,3.80118793540133e-16,"up"
"MTG1",1.44325294063458,2.26764061493637e-17,"up",-1.41758702532378,1.70567244580314e-19,"down"
"DOC2A",1.28568403096362,2.30013115067292e-17,"up",-1.12376946377175,8.71584416060072e-11,"down"
"SMG1P7",1.34343329675313,2.40785048518454e-17,"up",-1.20322458242407,6.07989432588427e-18,"down"
"EXOC2",-1.06288193664807,2.6067899636816e-17,"down",1.15603873589153,2.03248209435351e-21,"up"
"XRCC3",1.07879540951878,3.63542830656804e-17,"up",-1.14532201878908,6.69067560763734e-15,"down"
"RPSAP15",-1.43582539355682,3.75834368675092e-17,"down",1.29669892090719,1.28912016674493e-19,"up"
"LINC02930",1.99309570975376,5.25539590225094e-17,"up",-1.67411158167512,1.79469124388766e-12,"down"
"SMARCAL1",-1.11329676189067,5.70201389195587e-17,"down",1.1974172399697,4.13075435059409e-18,"up"
"LINC02604",1.96476982797739,6.48781434409473e-17,"up",-1.85926683362214,1.90791519626582e-18,"down"
"SLC30A6",-1.04282083662476,6.80470608687044e-17,"down",1.06108337889844,3.83808384658142e-25,"up"
"KIAA0895L",1.01139083360669,7.02934717298541e-17,"up",-1.02320899518806,2.55963422757028e-20,"down"
"PCDHGA10",-1.51125833898249,7.78515221132595e-17,"down",1.76487991400871,1.26691895558713e-23,"up"
"MAMDC4",1.45263029960299,8.8104090555436e-17,"up",-1.31035520953093,5.28973570504564e-13,"down"
"ATP11C",-1.18201635769912,8.95776965197035e-17,"down",1.12620376137331,4.46604484644517e-14,"up"
"NOXA1",1.67009480627093,9.08090927642879e-17,"up",-1.11003466666261,9.76579942981952e-13,"down"
"SEC24A",-1.19011926623669,9.31966663762952e-17,"down",1.22192102881939,1.92604669407094e-17,"up"
"RNASEK",1.59875834844989,9.43266161080016e-17,"up",-1.4525418453025,3.02976460482929e-19,"down"
"ZNF334",1.16800527575498,1.15453596081754e-16,"up",-1.04037150921766,1.60260741293433e-15,"down"
"CATSPER2",1.71843710854162,1.16787789386759e-16,"up",-1.29633615002685,2.75167927302823e-12,"down"
"SPATA18",-1.49232255305881,1.180603894621e-16,"down",1.55196600664035,5.85395898158689e-20,"up"
"MSS51",1.49306668563528,1.18170800711828e-16,"up",-1.36891782829248,1.24279878344724e-15,"down"
"CYRIA",-1.25800893267634,1.2305625515899e-16,"down",1.28594270198726,4.17223100452666e-16,"up"
"PPP1R3B",-1.49923693991152,1.24929404414449e-16,"down",1.38118046260223,9.63422312915701e-18,"up"
"LCAT",1.93579004516128,1.25006249652169e-16,"up",-1.99519250117315,1.26259300312157e-19,"down"
"IER3",1.21760674513524,1.45233404009803e-16,"up",-1.23578913297087,3.50797115516945e-14,"down"
"SLC26A2",-1.11762818568347,1.56083183582438e-16,"down",1.11375400396626,2.8743459204714e-17,"up"
"DHFRP1",-1.9205737131788,1.56588324888276e-16,"down",1.76005880278544,2.05424363282308e-13,"up"
"LINC01160",2.0744004338493,2.38263882763199e-16,"up",-1.6554400030971,3.78347060172821e-14,"down"
"NPIPB3",1.89733988453475,2.40791130715562e-16,"up",-1.84060455757837,2.05477509672826e-18,"down"
"SLAMF8",-1.41013579547439,2.84493269331265e-16,"down",1.13359703825513,1.49695684817442e-11,"up"
"SLC44A1",-1.02000506838117,2.95572102093936e-16,"down",1.01260218525427,4.83292451938859e-20,"up"
"NCR3LG1",-2.2210184340981,2.98386501404184e-16,"down",2.12766147038041,4.59114624532668e-17,"up"
"PCDHGB6",-2.38408634859345,3.00708379786789e-16,"down",2.28817843502415,2.78765421241008e-14,"up"
"TLR8",-1.25987988720962,3.37385421204563e-16,"down",1.43259892839403,3.41880046805772e-24,"up"
"RAPGEF2",-1.05270571854307,3.52538489564381e-16,"down",1.11742160325941,1.26578675324762e-15,"up"
"PIDD1",1.06937742401853,3.59395632256224e-16,"up",-1.04819105515648,3.13519870474195e-18,"down"
"JAK3",1.02938785355891,3.82063691846464e-16,"up",-1.44139192423738,1.16392301710003e-29,"down"
"SAPCD1",3.91609214705632,3.82063691846464e-16,"up",-3.03381155503925,1.22104998905502e-09,"down"
